screened_on,app_id,repository_url,revision,source_branch,license,ruby_version,rails_version,test_framework,prior_pair_screening,static_gate,github_status,commits_examined,conventional_fix_commits,nonbug_nonfix_commits,representative_fix_sha,representative_fix_subject,representative_fix_ruby_source_files,eligibility,reason,next_gate
2026-09-22,twist,https://github.com/radar/twist,3e759325a57b1dcb4358176fdd188e3bad0187a8,master,MIT,2.3.3,~> 5.0,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,uberzeit,https://github.com/ninech/uberzeit,0abb378ad85a423b66a149b4f25614f403f4b0b6,master,MIT,1.9.3-p547,~> 3.2.18,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,uk-postcodes,https://github.com/theodi/uk-postcodes,5c60f35c008af28a54145b6c3bd3db8740b69a21,master,MIT,not_declared,~> 3.2.14,RSpec+Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,upcase,https://github.com/thoughtbot/upcase,7cc02b09096232bc462947d5998c9863d25b0011,main,MIT,3.3.6,7.0.8.7,RSpec,none,passed,ok,100,0,95,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,verboice,https://github.com/instedd/verboice,b73c94c401400fc2bdd18d3577fd99ffae1ef8ae,master,GPL-3.0,2.3.4,~> 3.2.0,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,whitehall,https://github.com/alphagov/whitehall,9061a857785630c8f4e158821ec3ac9886c5ec66,main,MIT,3.3.6,~> 8.1.3,RSpec+Minitest,none,passed,ok,100,0,96,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,wiki_edu_dashboard,https://github.com/WikiEducationFoundation/WikiEduDashboard,6504e5f16e53ac0a159552c3ec81c9b4a34196fe,master,MIT,3.4.8,8.1.3.1,RSpec+Minitest,none,passed,ok,100,0,83,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,worldcubeassociation.org,https://github.com/thewca/worldcubeassociation.org,a81fe94d9a4f22cb56ec0408646dbdc8ca06b0e9,main,GPL-3.0,3.4.6,8.1.3.1,RSpec,none,passed,ok,100,0,94,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,xrono,https://github.com/isotope11/xrono,1cdaebe285ee6115e948c7c0a43f34e2393d4b4a,master,MIT,not_declared,4.0.6,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,zammad,https://github.com/zammad/zammad,fcc4a7c8be8d3ed43761ce2f82d2341de8d5c6c9,develop,AGPL-3.0,3.4.9,~> 8.0.0,RSpec+Minitest,none,passed,ok,100,0,85,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
